93,Leonine,One-Sided Penalty,ID,"denda sepihak, denda keterlambatan hanya bagi pihak kedua, penalti sepihak",15,Medium,Hanya Anda yang dihukum jika terlambat sementara mereka bebas.,Pastikan denda berlaku adil bagi kedua belah pihak.,Unfair financial burden and lack of reciprocity in performance incentives.
94,Leonine,One-Sided Penalty,EN,"unilateral penalty, penalty applies only to, liquidated damages for one party",15,Medium,Unfair financial burden and lack of reciprocity in performance incentives.,Ensure penalties are reciprocal and fair for both parties.,Unfair financial burden and lack of reciprocity in performance incentives.
95,Leonine,One-Sided Penalty,FR,"pénalité unilatérale, la pénalité ne s'applique qu'à, dommages-intérêts unilatéraux",15,Medium,Fardeau financier injuste et manque de réciprocité.,Assurer que les pénalités sont réciproques et équitables.,Unfair financial burden and lack of reciprocity in performance incentives.
555,Leonine,All Salvage Rights to Customer,EN,"salvage, residual value, scrapped assets",20,High,The customer keeps old equipment value even if the provider paid.,Agree on a fair market value split for any residual assets.,The provider loses the entire resale value of their physical assets.
556,Leonine,All Salvage Rights to Customer,ID,"hak penyelamatan, nilai residu, aset bekas",20,High,Pelanggan menyimpan nilai peralatan lama meski penyedia yang bayar.,Sepakati pembagian nilai pasar yang wajar untuk aset sisa.,Penyedia kehilangan seluruh nilai jual kembali aset mereka.
557,Leonine,All Salvage Rights to Customer,FR,"droits de récupération, valeur résiduelle, actifs mis au rebut",20,High,Le client garde la valeur du vieux matériel payé par le fournisseur.,Convenir d'un partage de la valeur résiduelle.,Le fournisseur perd la valeur de revente de ses actifs.
558,Leonine,Provider Bears All Tax of Customer,EN,"tax indemnity, customer tax, provider pays",25,Critical,Requiring the vendor to pay the customer's corporate or income taxes.,Each party must be responsible for their own taxes as required by law.,Extreme financial burden subsidizing the client's taxes.
559,Leonine,Provider Bears All Tax of Customer,ID,"indemnitas pajak, pajak pelanggan, penyedia bayar",25,Critical,Mengharuskan vendor membayar pajak korporasi pelanggan.,Masing-masing pihak harus bertanggung jawab atas pajak sendiri.,Beban finansial ekstrem mensubsidi pajak klien.
560,Leonine,Provider Bears All Tax of Customer,FR,fournisseur supporte toutes les taxes du client,25,Critical,Exiger du vendeur qu'il paie les impôts du client.,Chaque partie doit être responsable de ses propres taxes.,Le fournisseur subventionne indûment les impôts du client.
561,Leonine,Customer Owns All Provider Knowledge,EN,"knowledge transfer, all methods, provider IP",25,Critical,Know-how the provider had before the deal now belongs to the client.,Explicitly carve out 'Background IP' from ownership transfer.,The provider can no longer work in their industry.
562,Leonine,Customer Owns All Provider Knowledge,ID,"transfer pengetahuan, semua metode, IP penyedia",25,Critical,Keahlian penyedia sebelum kesepakatan kini menjadi milik klien.,Kecualikan 'IP Latar Belakang' dari pengalihan kepemilikan.,Penyedia tidak lagi bisa bekerja di industrinya karena memberikan keahlian.
563,Leonine,Customer Owns All Provider Knowledge,FR,client possède tout le savoir-faire du fournisseur,25,Critical,Le savoir-faire préalable du fournisseur devient propriété du client.,Exclure le savoir-faire générique du transfert de propriété.,Le fournisseur ne peut plus exercer dans son secteur.
564,Leonine,Provider Guarantees Customer Profits,EN,"profit guarantee, financial performance",25,Critical,The vendor must pay the customer back if the business isn't profitable.,Limit warranties to system performance, not overall business profit.,Provider becomes an insurer for poor business decisions.
565,Leonine,Provider Guarantees Customer Profits,ID,"jaminan laba, kinerja finansial",25,Critical,Vendor harus bayar kembali pelanggan jika bisnis tidak untung.,Batasi jaminan pada kinerja sistem, bukan laba bisnis pelanggan.,Penyedia menjadi penjamin atas keputusan bisnis pelanggan yang buruk.
566,Leonine,Provider Guarantees Customer Profits,FR,fournisseur garantit les profits du client,25,Critical,Le vendeur rembourse le client si l'activité n'est pas rentable.,Limiter les garanties à la seule performance du système.,Le fournisseur devient l'assureur des mauvaises décisions du client.
567,Leonine,One-Sided Insurance Deductible,EN,"insurance, deductible, provider pays all",20,High,If there is a claim, the provider has to pay the client's portion too.,Ensure each party pays the deductible for their own policies.,Unfair financial penalty on the provider for events covered by client.
568,Leonine,One-Sided Insurance Deductible,ID,"deductible asuransi, penyedia bayar semua",20,High,Jika ada klaim, penyedia harus membayar bagian klien juga.,Pastikan setiap pihak membayar deductible untuk polis masing-masing.,Penalti finansial tidak adil bagi penyedia untuk cakupan asuransi klien.
569,Leonine,One-Sided Insurance Deductible,FR,"franchise d'assurance unilatérale, fournisseur paie tout",20,High,Le fournisseur doit aussi payer la franchise du client en cas de sinistre.,Chaque partie paie la franchise de sa propre police.,Pénalité financière injuste pour des faits assurés par le client.
570,Leonine,Provider Pays for Customer's Counsel,EN,"legal fees, customer attorney, provider pays",20,High,The provider must pay for customer's lawyers even if no dispute.,Legal fees should only be shifted to the losing party.,Direct subsidy of the customer's overhead costs.
571,Leonine,Provider Pays for Customer's Counsel,ID,"biaya hukum, pengacara pelanggan, penyedia bayar",20,High,Penyedia harus membayar pengacara pelanggan meski tidak ada sengketa.,Biaya hukum seharusnya hanya dialihkan kepada pihak yang kalah.,Subsidi langsung dari biaya overhead pelanggan oleh penyedia.
572,Leonine,Provider Pays for Customer's Counsel,FR,"fournisseur paie l'avocat du client, frais juridiques",20,High,Le fournisseur paie les avocats du client même sans litige.,Les frais ne doivent être à la charge que de la partie perdante.,Subvention directe des frais généraux du client.
573,Leonine,Exclusive Use of Provider's IP for Free,EN,"free license, exclusive, royalty-free, perpetual",25,Critical,The client uses all your technology forever without paying anymore.,Include an ongoing royalty or maintenance fee for proprietary IP.,Provider loses its primary revenue stream while customer profits.
574,Leonine,Exclusive Use of Provider's IP for Free,ID,penggunaan eksklusif IP penyedia gratis,25,Critical,Klien menggunakan semua teknologi Anda selamanya tanpa membayar lagi.,Sertakan royalti berkelanjutan untuk penggunaan IP kepemilikan.,Penyedia kehilangan aliran pendapatan utama sementara pelanggan untung.
575,Leonine,Exclusive Use of Provider's IP for Free,FR,usage exclusif de la PI du fournisseur gratuitement,25,Critical,Le client utilise la technologie pour toujours sans plus rien payer.,Inclure une redevance ou des frais de maintenance.,Le fournisseur perd sa source de revenus.
576,Leonine,One-Sided Termination Convenience,EN,"termination for convenience, one-sided exit",25,Critical,The client can leave tomorrow, but you are forced to work for 5 years.,Ensure termination for convenience rights are mutual.,Total business instability for the provider with no flexibility.
577,Leonine,One-Sided Termination Convenience,ID,pelanggan bisa batal kapan saja - penyedia tidak,25,Critical,Klien bisa pergi besok, tapi Anda dipaksa bekerja selama 5 tahun.,Pastikan hak pemutusan demi kenyamanan bersifat mutual.,Ketidakstabilan bisnis bagi penyedia tanpa fleksibilitas.
578,Leonine,One-Sided Termination Convenience,FR,client résilie à tout moment - fournisseur jamais,25,Critical,Le client peut partir demain, mais vous êtes forcé de travailler 5 ans.,S'assurer que le droit de résiliation pour convenance est mutuel.,Instabilité totale pour le fournisseur sans flexibilité.
579,Leonine,One-Sided Quality Control Discretion,EN,"quality control, sole discretion, customer approval",20,High,Only the customer decides if your work is 'good enough' without rules.,Define objective, measurable quality standards for all deliverables.,The customer can reject all work to avoid paying despite meeting specs.
580,Leonine,One-Sided Quality Control Discretion,ID,diskresi kontrol kualitas sepihak,20,High,Hanya pelanggan memutuskan apakah pekerjaan Anda 'cukup baik'.,Tentukan standar kualitas objektif dan terukur untuk hasil kerja.,Pelanggan dapat menolak semua pekerjaan untuk menghindari pembayaran.
581,Leonine,One-Sided Quality Control Discretion,FR,discrétion du contrôle qualité unilatérale,20,High,Le client seul décide si le travail est acceptable sans règles.,Définir des normes de qualité objectives et mesurables.,Le client peut rejeter tout travail pour ne pas payer.
582,Leonine,Provider Responsible for Third Party Infrastructure,EN,"third party infrastructure, ISP, cloud, provider liability",25,Critical,Making the vendor pay for failures in the internet or customer cloud.,Exclude liability for outages caused by third-party utilities.,Provider is sued for a global outage they didn't cause.
583,Leonine,Provider Responsible for Third Party Infrastructure,ID,penyedia bertanggung jawab atas infrastruktur pihak ketiga,25,Critical,Membuat vendor membayar atas kegagalan internet atau cloud pelanggan.,Kecualikan kewajiban atas pemadaman oleh utilitas pihak ketiga.,Penyedia dituntut atas pemadaman global yang bukan salah mereka.
584,Leonine,Provider Responsible for Third Party Infrastructure,FR,fournisseur responsable de l'infrastructure tierce,25,Critical,Faire payer le vendeur pour les pannes internet ou cloud du client.,Exclure la responsabilité pour les pannes causées par des tiers.,Le fournisseur est poursuivi pour une panne mondiale hors de son contrôle.
125,Leonine,One-Sided Profit Sharing,EN,"profit sharing, split, revenue share, disproportionate, 90/10",25,Critical,One party takes the vast majority of profits while the other performs all labor or cost.,"Align profit sharing percentages with actual effort, risk, and capital contribution.",Extremely poor ROI and an unsustainable partnership model leading to eventual failure.
695,Leonine,One-Sided Profit Sharing,ID,"bagi hasil, pembagian, bagi pendapatan, tidak proporsional, 90/10",25,Critical,Satu pihak mengambil sebagian besar keuntungan sementara pihak lain menanggung semua tenaga kerja atau biaya.,"Sejajarkan persentase bagi hasil dengan upaya aktual, risiko, dan kontribusi modal.",ROI yang sangat buruk dan model kemitraan yang tidak berkelanjutan yang menyebabkan kegagalan akhirnya.
696,Leonine,One-Sided Profit Sharing,FR,"partage des bénéfices, répartition, revenus, disproportionné, 90/10",25,Critical,Une partie tire la grande majorité des bénéfices alors que l'autre fournit tout le travail ou les coûts.,"Aligner les pourcentages de partage sur l'effort réel, le risque et la contribution en capital.",ROI extrêmement médiocre et modèle de partenariat non viable menant à un échec final.
126,Leonine,One-Sided Risk Allocation,EN,"liability, risk, entire risk, responsibility, sole cost",25,Critical,Allocates all operational and legal risks to one party regardless of fault or control.,Cap liability at a reasonable amount and align risk with insurance coverage and fault.,Bankruptcy risk from a single catastrophic event that the party could not have prevented.
697,Leonine,One-Sided Risk Allocation,ID,"tanggung jawab, risiko, seluruh risiko, tanggung jawab, biaya tunggal",25,Critical,Mengalokasikan semua risiko operasional dan hukum kepada satu pihak tanpa memandang kesalahan atau kendali.,Batasi tanggung jawab pada jumlah yang wajar and sejajarkan risiko dengan cakupan asuransi dan kesalahan.,Risiko kebangkrutan dari satu peristiwa katastrofik yang tidak dapat dicegah oleh pihak tersebut.
698,Leonine,One-Sided Risk Allocation,FR,"responsabilité, risque, risque total, responsabilité, coût exclusif",25,Critical,Alloue tous les risques opérationnels et juridiques à une seule partie sans égard à la faute.,Plafonner la responsabilité et aligner le risque sur la couverture d'assurance et la faute.,Risque de faillite lié à un seul événement catastrophique que la partie ne pouvait empêcher.
127,Leonine,One-Sided Indemnification,EN,"indemnify, defend, hold harmless, third party, regardless of fault",25,Critical,Requires one party to pay for all third-party claims even if caused by the other party.,Ensure indemnification is mutual and based on the negligent acts of the indemnifying party.,Massive legal expense exposure for mistakes or omissions committed by the counterparty.
699,Leonine,One-Sided Indemnification,ID,"ganti rugi, membela, membebaskan, pihak ketiga, tanpa memandang kesalahan",25,Critical,Mengharuskan satu pihak membayar semua klaim pihak ketiga bahkan jika disebabkan oleh pihak lain.,Pastikan ganti rugi bersifat timbal balik dan didasarkan pada tindakan lalai dari pihak yang memberi ganti rugi.,Paparan biaya hukum besar-besaran untuk kesalahan atau kelalaian yang dilakukan oleh lawan janji.
700,Leonine,One-Sided Indemnification,FR,"indemnisation, défendre, dégager de responsabilité, tiers, sans égard à la faute",25,Critical,Exige qu'une partie paie toutes les réclamations de tiers même causées par l'autre partie.,S'assurer que l'indemnisation est mutuelle et basée sur la négligence de la partie indemnisante.,Exposition massive aux frais juridiques pour des erreurs commises par la contrepartie.
128,Leonine,Exclusive Benefit Distribution,EN,"IP, ownership, data rights, benefits, exploitation",20,High,All intellectual property or data benefits accrue to only one party despite joint effort.,Negotiate joint ownership or shared usage rights for any joint developments.,Loss of future monetization opportunities and strategic disadvantage in the market.
701,Leonine,Exclusive Benefit Distribution,ID,"IP, kepemilikan, hak data, manfaat, eksploitasi",20,High,Semua kekayaan intelektual atau manfaat data hanya menjadi milik satu pihak meskipun ada upaya bersama.,Negosiasikan kepemilikan bersama atau hak penggunaan bersama untuk setiap pengembangan bersama.,Kehilangan peluang monetisasi di masa depan dan kerugian strategis di pasar.
702,Leonine,Exclusive Benefit Distribution,FR,"PI, propriété, droits sur les données, avantages, exploitation",20,High,Tous les bénéfices de PI ou de données reviennent à une seule partie malgré l'effort conjoint.,Négocier la copropriété ou des droits d'usage partagés pour tout développement conjoint.,Perte d'opportunités de monétisation future et désavantage stratégique sur le marché.
129,Leonine,Unequal Revenue Allocation,EN,"revenue, distribution, allocation, split, margin",20,High,Revenue distribution does not reflect the cost basis or value provided by each party.,Rebalance revenue splits based on industry benchmarks and cost-plus models.,Negative operating margins for the 'leonine' party leading to service degradation.
703,Leonine,Unequal Revenue Allocation,ID,"pendapatan, distribusi, alokasi, pembagian, margin",20,High,Distribusi pendapatan tidak mencerminkan basis biaya atau nilai yang diberikan oleh masing-masing pihak.,Seimbangkan kembali pembagian pendapatan berdasarkan tolok ukur industri dan model cost-plus.,Margin operasi negatif bagi pihak yang 'leonine' yang menyebabkan degradasi layanan.
704,Leonine,Unequal Revenue Allocation,FR,"revenus, distribution, allocation, répartition, marge",20,High,La répartition des revenus ne reflète pas la base de coûts ou la valeur fournie par chaque partie.,Rééquilibrer les partages de revenus sur la base des standards du secteur.,Marges opérationnelles négatives pour la partie 'léonine' entraînant une dégradation du service.
208,Leonine,Unilateral Audit Cost Shift,EN,"audit cost, pay for audit, shift, reimburse",20,High,Requires you to pay for the other party's audit regardless of the outcome.,Only pay for the audit if it uncovers a material discrepancy (>5%).,Facing frequent, expensive 'fishing expedition' audits on your own dime.
861,Leonine,Unilateral Audit Cost Shift,ID,"biaya audit, bayar untuk audit, alihkan, ganti rugi",20,High,Mengharuskan Anda membayar audit pihak lain tanpa memandang hasilnya.,Hanya bayar audit jika ditemukan diskrepansi material (>5%).,Menghadapi audit 'ekspedisi memancing' yang sering dan mahal dengan biaya sendiri.
862,Leonine,Unilateral Audit Cost Shift,FR,"transfert des coûts d'audit, payer pour l'audit, rembourser",20,High,Exige que vous payiez l'audit de l'autre partie quel que soit le résultat.,Ne payer l'audit que s'il révèle un écart significatif (>5 %).,Subir des audits fréquents et coûteux à vos propres frais.
211,Leonine,Reverse Indemnity for Gross Negligence,EN,"indemnify, even for gross negligence, willful misconduct",25,Critical,Asking you to pay for the other party's intentional or reckless acts.,Never indemnify a party for their own gross negligence or willful acts.,Unfairly bearing the cost of the counterparty's illegal or reckless behavior.
867,Leonine,Reverse Indemnity for Gross Negligence,ID,"ganti rugi, bahkan untuk kelalaian berat, pelanggaran yang disengaja",25,Critical,Meminta Anda membayar tindakan sengaja atau ceroboh pihak lain.,Jangan pernah memberi ganti rugi kepada pihak atas kelalaian berat atau tindakan sengaja mereka sendiri.,Menanggung biaya gugatan mahal lawan janji secara tidak adil atas perilaku ilegal atau ceroboh mereka.
868,Leonine,Reverse Indemnity for Gross Negligence,FR,"indemnisation inverse pour négligence grave, faute intentionnelle",25,Critical,Vous demander de payer pour les actes intentionnels ou téméraires de l'autre partie.,Ne jamais indemniser une partie pour sa propre négligence grave.,Supporter indûment le coût du comportement illégal de la contrepartie.
216,Leonine,One-Sided Fee Shifting,EN,"prevailing party, attorney fees, only for party A",15,Medium,Only one party gets their legal fees paid if they win in court.,Ensure the clause is 'mutual' for the prevailing party in any dispute.,Unfairly high cost to defend your rights even when you are correct.
877,Leonine,One-Sided Fee Shifting,ID,"pihak yang menang, biaya pengacara, hanya untuk pihak A",15,Medium,Hanya satu pihak yang biaya hukumnya dibayar jika mereka menang di pengadilan.,Pastikan klausul tersebut 'timbal balik' bagi pihak yang menang dalam sengketa apa pun.,Biaya yang sangat tinggi secara tidak adil untuk membela hak Anda bahkan ketika Anda benar.
878,Leonine,One-Sided Fee Shifting,FR,"transfert de frais unilatéral, frais d'avocat, seulement partie A",15,Medium,Une seule partie voit ses frais d'avocat payés si elle gagne au tribunal.,S'assurer que la clause est 'mutuelle' pour la partie gagnante.,Coût injustement élevé pour défendre vos droits même quand vous avez raison.
222,Leonine,Waiver of Consequential Damages (One-Sided),EN,"consequential, incidental, indirect, only for party B",20,High,Only one party is protected from 'lost profits' or 'indirect' claims.,Ensure the waiver of consequential damages is mutual for both parties.,Being liable for millions in lost profits while the other party is capped.
889,Leonine,Waiver of Consequential Damages (One-Sided),ID,"konsekuensial, insidental, tidak langsung, hanya untuk pihak B",20,High,Hanya satu pihak yang terlindungi dari klaim 'kehilangan laba' atau 'tidak langsung'.,Pastikan pelepasan ganti rugi konsekuensial bersifat timbal balik bagi kedua belah pihak.,Bertanggung jawab atas jutaan kerugian laba sementara pihak lain dibatasi.
890,Leonine,Waiver of Consequential Damages (One-Sided),FR,"dommages indirects, accessoires, seulement pour la partie B",20,High,Une seule partie est protégée contre les pertes de profit ou indirectes.,S'assurer que la renonciation aux dommages indirects est mutuelle.,Être responsable de millions de profits perdus alors que l'autre est protégé.
235,Leonine,100% IP Ownership for Customer,EN,"customer owns all, including background, no license back",25,Critical,Customer takes everything you ever built, even before the contract.,Reserve ownership of your Background IP and only grant a usage license.,The provider loses their entire business asset base to a single client.
915,Leonine,100% IP Ownership for Customer,ID,"pelanggan memiliki semua, termasuk latar belakang, tidak ada lisensi balik",25,Critical,Pelanggan mengambil semua yang pernah Anda buat, bahkan sebelum kontrak.,Cadangkan kepemilikan IP Latar Belakang Anda dan berikan lisensi penggunaan saja.,Penyedia kehilangan seluruh basis aset bisnis mereka ke satu klien.
916,Leonine,100% IP Ownership for Customer,FR,"client possède toute la PI, y compris antérieure, pas de licence",25,Critical,Le client s'approprie tout ce que vous avez créé, même avant le contrat.,Réserver la propriété de votre PI antérieure et accorder une licence d'usage.,Le prestataire perd toute sa base d'actifs au profit d'un seul client.
236,Leonine,Unlimited Liability for Provider Only,EN,"provider liability unlimited, customer liability capped",25,Critical,Total imbalance where one side is safe and the other is totally exposed.,Ensure liability caps are mutual and reflects the risk-reward ratio.,The provider faces ruin while the customer has no accountability.
917,Leonine,Unlimited Liability for Provider Only,ID,"tanggung jawab penyedia tidak terbatas, tanggung jawab pelanggan terbatas",25,Critical,Ketidakseimbangan total di mana satu sisi aman dan sisi lain terpapar sepenuhnya.,Pastikan batas tanggung jawab bersifat timbal balik dan mencerminkan rasio risiko-imbalan.,Penyedia menghadapi kehancuran sementara pelanggan tidak memiliki akuntabilitas.
918,Leonine,Unlimited Liability for Provider Only,FR,"responsabilité fournisseur illimitée, client plafonné",25,Critical,Déséquilibre total où un côté est protégé et l'autre totalement exposé.,S'assurer que les plafonds sont mutuels et reflètent le risque/récompense.,Le prestataire risque la ruine alors que le client n'est pas responsable.
237,Leonine,Exclusive Benefit of Improvements,EN,"improvements, derivative works, sole benefit of party A",20,High,Any new ideas created by the provider belong exclusively to the client.,Agree on joint ownership or a license for the creator to use improvements.,The provider cannot use the innovations they developed for other clients.
919,Leonine,Exclusive Benefit of Improvements,ID,"perbaikan, karya turunan, manfaat tunggal bagi pihak A",20,High,Setiap ide baru yang dibuat oleh penyedia menjadi milik eksklusif klien.,Sepakati kepemilikan bersama atau lisensi bagi pencipta untuk menggunakan perbaikan.,Penyedia tidak dapat menggunakan inovasi yang mereka kembangkan untuk klien lain.
920,Leonine,Exclusive Benefit of Improvements,FR,"bénéfice exclusif des améliorations, œuvres dérivées",20,High,Toute idée nouvelle créée par le fournisseur appartient au client.,Convenir d'une copropriété ou d'une licence pour le créateur.,Le fournisseur ne peut pas utiliser ses innovations pour d'autres clients.
238,Leonine,One-Sided Termination for Cause,EN,"only party A may terminate, party B must perform",25,Critical,Only the client can fire the vendor, but the vendor can never quit.,Ensure both parties have the right to terminate for material breach.,The provider is trapped in a toxic or non-paying relationship forever.
921,Leonine,One-Sided Termination for Cause,ID,"hanya pihak A yang boleh mengakhiri, pihak B harus berkinerja",25,Critical,Hanya klien yang dapat memecat vendor, tetapi vendor tidak pernah bisa berhenti.,Pastikan kedua belah pihak memiliki hak untuk mengakhiri karena pelanggaran material.,Penyedia terjebak dalam hubungan beracun atau tidak membayar selamanya.
922,Leonine,One-Sided Termination for Cause,FR,"seule la partie A peut résilier, la partie B doit exécuter",25,Critical,Seul le client peut licencier le vendeur, mais le vendeur ne peut jamais partir.,S'assurer que les deux parties peuvent résilier pour manquement grave.,Le prestataire est piégé dans une relation toxique ou non payée.
239,Leonine,Revenue Split based on Gross Sales,EN,"gross revenue, no deductions, regardless of profit",25,Critical,Taking a cut of sales before the provider pays their own costs.,Base revenue splits on 'Net Profit' or include a minimum margin floor.,The provider loses money on every sale while the partner takes a cut.
923,Leonine,Revenue Split based on Gross Sales,ID,"pendapatan kotor, tanpa pemotongan, terlepas dari laba",25,Critical,Mengambil bagian penjualan sebelum penyedia membayar biaya mereka sendiri.,Dasarkan pembagian pendapatan pada 'Laba Bersih' atau sertakan ambang margin minimum.,Penyedia kehilangan uang pada setiap penjualan sementara mitra mengambil bagian.
924,Leonine,Revenue Split based on Gross Sales,FR,"revenus bruts, sans déduction, quel que soit le profit",25,Critical,Prendre une part des ventes avant que le fournisseur ne paie ses coûts.,Baser le partage sur le 'bénéfice net' ou inclure un seuil de marge.,Le fournisseur perd de l'argent sur chaque vente tandis que l'autre prend sa part.
240,Leonine,Unlimited Indemnity for Customer Negligence,EN,"indemnify customer, including for their own acts",25,Critical,Asking the provider to pay for the customer's own mistakes.,Indemnity should follow fault; only pay for your own breaches.,Paying for the customer's expensive lawsuits that they caused themselves.
925,Leonine,Unlimited Indemnity for Customer Negligence,ID,"ganti rugi pelanggan, termasuk atas tindakan mereka sendiri",25,Critical,Meminta penyedia untuk membayar kesalahan pelanggan sendiri.,Ganti rugi harus mengikuti kesalahan; hanya bayar untuk pelanggaran Anda sendiri.,Membayar untuk gugatan mahal pelanggan yang mereka sebabkan sendiri.
926,Leonine,Unlimited Indemnity for Customer Negligence,FR,"indemnisation pour négligence du client, y compris ses propres actes",25,Critical,Demander au prestataire de payer pour les propres erreurs du client.,L'indemnité doit suivre la faute ; ne payer que pour vos manquements.,Payer pour les procès coûteux du client causés par lui-même.
241,Leonine,Full Risk of Loss during Transit,EN,"risk of loss, entire journey, regardless of carrier",20,High,One party bears all risk even when the goods are with a third-party carrier.,Use Incoterms (like DAP or CIF) to fairly allocate risk during shipping.,Paying for goods that were destroyed by a shipping company's error.
927,Leonine,Full Risk of Loss during Transit,ID,"risiko kehilangan, seluruh perjalanan, terlepas dari pembawa",20,High,Satu pihak menanggung semua risiko bahkan saat barang berada di pembawa pihak ketiga.,Gunakan Incoterms (seperti DAP atau CIF) untuk mengalokasikan risiko pengiriman secara adil.,Membayar untuk barang yang dihancurkan oleh kesalahan perusahaan pengiriman.
928,Leonine,Full Risk of Loss during Transit,FR,"risque total de perte pendant le transport, quel que soit le transporteur",20,High,Une partie supporte tous les risques même avec un transporteur tiers.,Utiliser les Incoterms (DAP, CIF) pour répartir équitablement les risques.,Payer pour des biens détruits par l'erreur d'un transporteur.
242,Leonine,One-Sided Information Disclosure,EN,"party B must disclose, party A remains silent",20,High,Forcing one side to share secrets while the other side keeps theirs.,Confidentiality and disclosure obligations should always be mutual.,Total transparency for you, but a 'black box' for your partner.
929,Leonine,One-Sided Information Disclosure,ID,"pihak B harus mengungkapkan, pihak A tetap diam",20,High,Memaksa satu sisi untuk berbagi rahasia sementara sisi lain menyimpan rahasia mereka.,Kewajiban kerahasiaan dan pengungkapan harus selalu bersifat timbal balik.,Transparansi total untuk Anda, tetapi 'kotak hitam' bagi mitra Anda.
930,Leonine,One-Sided Information Disclosure,FR,"la partie B doit divulguer, la partie A reste muette",20,High,Forcer un côté à partager ses secrets alors que l'autre garde les siens.,Les obligations de secret et de divulgation doivent toujours être mutuelles.,Transparence totale pour vous, mais 'boîte noire' pour votre partenaire.
243,Leonine,No-Cost Project Extensions,EN,"extend without fee, mandatory additional work",25,Critical,Forcing the provider to keep working for free if the client is 'unsatisfied'.,Require additional payment for any work beyond the original end date.,Working for months without pay due to vague satisfaction criteria.
931,Leonine,No-Cost Project Extensions,ID,"perpanjang tanpa biaya, pekerjaan tambahan wajib",25,Critical,Memaksa penyedia untuk terus bekerja secara gratis jika klien 'tidak puas'.,Wajibkan pembayaran tambahan untuk pekerjaan apa pun setelah tanggal akhir asli.,Bekerja berbulan-bulan tanpa bayaran karena kriteria kepuasan yang samar.
932,Leonine,No-Cost Project Extensions,FR,"prolongation gratuite, travail supplémentaire obligatoire",25,Critical,Forcer le prestataire à travailler gratuitement si le client n'est pas satisfait.,Exiger un paiement pour tout travail au-delà de la date de fin initiale.,Travailler des mois sans salaire pour cause de critères de satisfaction vagues.
244,Leonine,Exclusive Distribution with No Minimums,EN,"exclusive, no minimum purchase, no performance target",20,High,Giving away exclusive rights to a partner who doesn't have to sell anything.,Include minimum sales targets to maintain exclusivity rights.,Your product is 'locked up' and cannot be sold by anyone else in that region.
933,Leonine,Exclusive Distribution with No Minimums,ID,"eksklusif, tanpa pembelian minimum, tanpa target kinerja",20,High,Memberikan hak eksklusif kepada mitra yang tidak harus menjual apa pun.,Sertakan target penjualan minimum untuk mempertahankan hak eksklusivitas.,Produk Anda 'terkunci' and tidak dapat dijual oleh orang lain di wilayah tersebut.
934,Leonine,Exclusive Distribution with No Minimums,FR,"distribution exclusive sans minimum, aucun objectif",20,High,Donner l'exclusivité à un partenaire qui n'a rien à vendre.,Inclure des objectifs de vente pour maintenir l'exclusivité.,Votre produit est bloqué et ne peut être vendu par personne d'autre.